,tenure,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_Two year,PaymentMethod_Electronic check
5546,4,42.4,146.4,0,0,1,0,0
6665,43,29.3,1224.05,0,0,1,0,0
834,4,78.85,292.8,1,0,1,0,1
6848,2,69.0,147.8,0,0,1,0,0
5944,12,56.65,654.85,0,0,1,0,0
4959,1,20.15,20.15,0,1,1,0,0
3993,70,66.0,4891.5,0,0,0,1,1
4242,1,19.75,19.75,0,1,1,0,0
6631,25,55.55,1405.3,0,0,1,0,0
576,31,98.05,3082.1,1,0,0,0,0
3168,50,19.35,1033.0,0,1,0,0,0
1567,10,67.8,653.15,0,0,1,0,0
1597,48,96.9,4473.45,1,0,0,1,0
4111,22,65.25,1441.8,0,0,0,0,0
3092,1,25.1,25.1,0,0,1,0,0
5662,1,70.25,70.25,1,0,1,0,1
6983,23,83.2,2032.3,1,0,1,0,0
3009,1,25.0,25.0,0,1,1,0,0
1155,70,76.1,5264.25,0,0,0,1,0
5562,56,76.85,4275.75,1,0,1,0,0
5109,66,65.85,4097.05,0,0,0,1,0
4782,5,78.75,426.35,1,0,1,0,0
1558,16,95.6,1555.65,1,0,1,0,0
4555,19,20.2,387.4,0,1,0,1,0
1657,35,25.6,901.25,0,1,1,0,1
2779,9,85.35,758.6,1,0,1,0,1
432,2,53.45,119.5,0,0,1,0,1
5439,32,96.15,3019.25,1,0,1,0,0
6043,3,40.15,130.75,0,0,1,0,0
3266,72,20.1,1460.85,0,1,0,1,0
4381,49,90.85,4515.85,1,0,1,0,0
6813,64,47.85,3147.5,0,0,0,1,1
1159,3,80.4,224.05,1,0,1,0,1
2453,4,74.45,294.45,1,0,1,0,1
5292,46,33.7,1537.85,0,0,0,0,0
1734,9,45.4,418.8,0,0,1,0,1
5537,71,115.05,8016.6,1,0,0,1,0
2515,64,115.1,7334.05,1,0,0,1,0
818,21,111.2,2317.1,1,0,1,0,1
2039,22,79.35,1730.35,1,0,1,0,1
2302,71,91.25,6589.6,0,0,0,1,0
2076,14,59.1,772.85,0,0,0,0,0
3367,52,89.25,4652.4,0,0,0,1,0
6539,26,73.05,1959.5,0,0,1,0,1
1693,72,114.45,8375.05,1,0,0,1,0
688,52,30.1,1623.4,0,0,0,0,0
6268,22,20.85,450.65,0,1,0,0,0
6731,24,19.55,470.2,0,1,0,1,0
5041,20,20.65,417.5,0,1,0,0,0
3878,71,116.05,8297.5,1,0,0,1,0
1383,1,49.95,49.95,0,0,1,0,0
5996,62,19.85,1253.65,0,1,0,1,0
3504,68,19.95,1377.7,0,1,0,1,0
6067,7,35.3,264.8,0,0,0,0,0
4663,4,74.9,321.75,1,0,1,0,1
3427,21,94.3,1948.35,1,0,1,0,1
3783,66,105.2,6936.85,1,0,1,0,1
4685,46,108.9,4854.3,1,0,0,1,0
5415,18,50.3,913.3,0,0,1,0,1
4970,7,24.35,150.85,0,0,0,0,0
4666,25,19.2,532.1,0,1,1,0,0
662,1,20.05,20.05,0,1,1,0,0
3961,8,29.25,226.95,0,0,1,0,0
3294,1,69.1,69.1,1,0,1,0,0
2645,1,19.8,19.8,0,1,1,0,0
5528,44,59.85,2603.95,0,0,0,0,0
4231,71,80.6,5708.2,0,0,0,1,0
3651,70,19.55,1462.05,0,1,0,1,0
1210,17,69.0,1149.65,1,0,1,0,1
3310,1,78.45,78.45,1,0,1,0,1
5076,33,93.8,3124.5,1,0,0,0,1
6598,57,74.3,4166.35,0,0,0,1,0
1320,32,94.8,3131.55,1,0,0,0,0
4369,3,24.75,66.95,0,0,1,0,1
3229,12,94.2,1046.1,1,0,1,0,1
2016,10,86.45,830.85,1,0,1,0,1
5976,29,34.3,1004.75,0,0,1,0,1
2384,48,91.05,4370.75,1,0,1,0,0
3007,32,74.4,2276.95,1,0,1,0,1
5479,9,69.05,651.5,1,0,1,0,1
4664,2,74.9,147.15,1,0,1,0,0
5249,72,67.2,4671.7,0,0,0,1,0
3716,11,102.0,1145.35,1,0,1,0,1
2257,60,80.55,4847.05,0,0,0,0,0
3653,38,60.0,2193.2,0,0,0,1,0
3727,3,96.6,291.9,1,0,1,0,1
6123,65,93.55,6069.25,1,0,0,0,1
552,55,19.35,1153.25,0,1,0,1,0
3800,66,90.95,5930.05,1,0,0,1,0
5516,4,51.75,201.1,0,0,1,0,0
103,66,45.55,3027.25,0,0,0,0,0
6689,67,112.35,7388.45,1,0,0,0,0
2100,69,99.5,6841.45,1,0,0,0,0
636,31,99.45,3109.9,1,0,0,1,0
3089,68,82.45,5646.6,0,0,0,1,0
5036,16,85.35,1375.15,1,0,1,0,0
6111,40,83.85,3532.25,1,0,1,0,0
6171,59,88.75,5348.65,1,0,1,0,0
6852,44,61.9,2924.05,0,0,1,0,0
3347,23,20.9,454.0,0,1,0,1,0
880,10,110.1,1043.3,1,0,1,0,1
5225,72,104.45,7459.0,1,0,0,0,0
1760,50,54.9,2614.1,0,0,0,0,0
5583,26,84.95,2169.75,1,0,1,0,1
3667,24,96.55,2263.45,1,0,0,1,1
3044,1,45.4,45.4,0,0,1,0,0
6075,10,64.9,685.55,0,0,0,0,0
6504,3,79.25,267.6,1,0,1,0,1
6142,42,50.25,2203.65,0,0,1,0,1
5155,30,94.4,2638.1,1,0,0,0,0
4046,44,50.15,2139.1,0,0,1,0,0
4498,11,20.0,196.35,0,1,0,0,0
724,33,94.5,3105.55,1,0,1,0,1
2819,4,55.2,220.65,0,0,1,0,1
6181,61,99.9,6241.35,1,0,0,0,1
5609,29,80.15,2265.25,1,0,1,0,0
1892,4,50.95,207.35,0,0,1,0,0
5066,44,54.3,2390.45,0,0,0,1,0
4927,30,19.05,637.55,0,1,0,1,0
6286,8,20.05,163.6,0,1,1,0,0
1133,2,19.25,48.35,0,1,1,0,0
2831,12,98.1,1060.2,1,0,1,0,1
3228,53,105.25,5576.3,1,0,0,0,1
3853,46,72.8,3249.4,1,0,1,0,0
5241,55,64.2,3627.3,0,0,0,0,1
6869,45,54.15,2319.8,0,0,0,0,0
5784,18,74.8,1438.05,1,0,1,0,1
2804,9,24.1,259.8,0,0,0,0,0
4246,68,110.2,7467.5,1,0,0,1,1
5730,67,19.8,1311.3,0,1,0,1,0
971,49,93.85,4733.1,1,0,1,0,0
6858,25,89.1,2368.4,1,0,1,0,1
5629,1,20.05,20.05,0,1,1,0,0
2553,2,19.2,37.2,0,1,1,0,1
6576,2,20.3,41.2,0,1,1,0,0
5559,13,31.65,389.95,0,0,1,0,1
2077,1,71.35,71.35,1,0,1,0,1
1979,45,20.0,886.4,0,1,0,1,0
5392,63,39.35,2395.05,0,0,0,1,0
2377,47,55.3,2654.05,0,0,1,0,1
6348,26,69.05,1815.65,1,0,1,0,0
5768,44,90.65,3974.15,1,0,0,0,0
2381,11,19.5,226.8,0,1,0,0,0
5684,58,105.5,6205.5,1,0,0,0,0
3912,60,115.25,6758.45,1,0,0,1,0
6761,1,19.9,19.9,0,1,1,0,0
2678,30,19.7,625.05,0,1,0,0,0
2977,1,19.5,19.5,0,1,1,0,0
145,65,99.05,6416.7,1,0,0,1,0
1322,10,19.95,187.75,0,1,1,0,0
6317,1,79.15,79.15,1,0,1,0,1
3355,68,90.2,6297.65,1,0,0,1,0
4962,17,74.55,1215.8,0,0,1,0,0
2836,49,98.7,4920.55,1,0,1,0,1
5936,38,19.95,756.4,0,1,0,1,0
6308,2,70.35,139.25,1,0,1,0,1
2392,20,90.7,1781.35,1,0,1,0,0
118,41,20.65,835.15,0,1,0,1,0
285,22,76.0,1783.6,1,0,0,0,0
5423,13,80.85,1008.7,1,0,1,0,1
6505,56,59.8,3457.45,0,0,0,1,0
2364,14,82.65,1185.0,1,0,1,0,1
5845,3,75.8,246.3,1,0,1,0,1
4890,53,92.55,4779.45,1,0,1,0,1
689,51,83.4,4149.45,1,0,1,0,0
3674,1,45.8,45.8,0,0,1,0,1
448,8,94.75,759.55,1,0,1,0,1
4914,72,74.55,5430.65,0,0,0,1,0
710,1,19.55,19.55,0,1,1,0,0
847,12,33.15,444.75,0,0,0,0,0
165,69,19.9,1363.45,0,1,0,1,0
2799,55,19.1,1001.5,0,1,0,0,0
2362,49,39.2,1838.15,0,0,1,0,1
4538,3,85.8,272.2,1,0,1,0,1
6635,24,20.1,533.9,0,1,0,0,0
5916,72,112.75,8192.6,1,0,0,1,0
3125,4,19.0,78.9,0,1,1,0,0
3572,32,79.5,2665.0,1,0,1,0,1
4494,3,84.3,235.05,1,0,1,0,1
2455,5,89.35,461.7,1,0,1,0,1
399,23,20.05,415.1,0,1,0,0,0
963,56,73.25,4054.2,0,0,0,1,0
2571,42,100.4,4303.65,1,0,0,1,1
6322,4,79.0,303.15,1,0,1,0,1
1887,16,72.65,1194.3,1,0,1,0,1
6270,29,20.2,558.8,0,1,0,1,0
4832,32,70.5,2201.75,0,0,0,0,0
5556,13,79.8,973.45,1,0,1,0,1
5293,33,80.1,2603.3,1,0,0,0,0
4550,72,26.25,1988.05,0,1,0,1,0
5429,72,79.5,5661.7,0,0,0,1,0
3549,61,68.05,4158.25,0,0,0,1,0
6562,14,100.2,1369.8,1,0,1,0,1
2458,50,105.05,5163.3,1,0,0,1,0
419,1,75.3,75.3,1,0,1,0,0
529,56,99.9,5706.3,1,0,0,1,0
2791,57,74.35,4317.35,0,0,0,1,0
7002,64,105.4,6794.75,1,0,0,1,0
6253,56,44.85,2564.95,0,0,1,0,0
2955,7,93.85,635.6,1,0,1,0,1
5881,34,79.95,2727.3,0,0,0,0,0
994,13,20.0,268.45,0,1,0,1,0
3281,49,94.8,4690.65,1,0,0,1,1
5563,4,20.15,84.5,0,1,1,0,0
5046,1,45.15,45.15,0,0,1,0,0
4993,72,65.65,4664.5,0,0,0,1,0
2736,60,89.45,5294.6,1,0,1,0,1
2884,72,90.15,6716.45,0,0,0,1,0
6481,5,69.95,320.4,1,0,1,0,0
5697,70,109.5,7674.55,1,0,0,0,1
1810,71,95.15,6770.85,1,0,0,0,0
4426,16,79.5,1264.2,1,0,0,0,0
981,40,19.6,808.95,0,1,0,1,0
5811,61,80.9,4932.5,0,0,0,1,0
978,62,103.75,6383.35,1,0,0,0,1
550,72,110.3,7966.9,1,0,0,1,0
5389,51,69.15,3649.6,1,0,1,0,0
2343,3,46.1,130.15,0,0,1,0,0
3812,17,19.65,351.55,0,1,0,0,0
1228,49,100.85,4847.35,1,0,1,0,0
6627,59,20.35,1267.0,0,1,0,0,0
108,43,94.35,3921.3,1,0,0,0,0
1754,62,74.3,4698.05,0,0,0,0,0
4700,2,45.85,105.6,0,0,1,0,0
6629,72,84.1,6129.65,0,0,0,1,0
1105,9,79.75,769.1,1,0,1,0,1
483,72,108.5,8003.8,1,0,0,0,0
5657,18,94.75,1691.9,1,0,1,0,1
6739,4,55.9,238.5,0,0,1,0,1
3750,12,79.2,943.85,0,0,0,0,1
6606,38,105.0,4026.4,1,0,1,0,1
1884,27,55.45,1477.65,0,0,0,0,0
6989,20,76.0,1588.75,0,0,0,0,0
5089,8,54.4,475.1,0,0,1,0,1
6372,4,19.5,96.85,0,1,0,1,0
192,69,19.75,1375.4,0,1,0,1,0
2620,18,68.35,1299.8,0,0,1,0,1
4383,63,80.0,5040.2,0,0,0,0,0
6855,42,67.7,2882.25,0,0,0,0,0
271,57,59.75,3450.15,0,0,0,1,1
3514,60,110.6,6586.85,1,0,0,1,1
4575,4,25.25,101.9,0,1,1,0,0
1292,62,84.5,5193.2,0,0,0,1,0
4505,72,26.0,1776.0,0,1,0,1,0
984,72,23.75,1679.25,0,1,0,1,0
2128,41,74.55,3023.55,0,0,1,0,0
5175,20,20.35,393.15,0,1,0,0,0
4952,2,100.2,198.5,1,0,1,0,1
2196,19,20.2,382.2,0,1,1,0,0
5387,4,30.5,118.4,0,0,1,0,1
574,28,110.85,3204.4,1,0,1,0,1
1268,59,110.15,6448.05,1,0,0,0,1
2926,69,116.0,8182.85,1,0,0,1,1
5504,44,88.4,3912.9,1,0,0,0,0
4072,9,79.55,718.55,1,0,1,0,1
3771,1,79.05,79.05,1,0,1,0,1
4373,25,20.05,520.1,0,1,0,0,0
2835,66,63.85,4174.35,0,0,0,0,0
471,1,55.0,55.0,0,0,1,0,1
1348,10,79.95,857.2,1,0,1,0,1
6808,39,100.45,3801.7,1,0,0,1,1
2740,1,44.4,44.4,0,0,1,0,0
2630,63,84.65,5377.8,1,0,0,1,0
2987,33,20.1,670.35,0,1,0,1,0
6284,23,93.5,2341.55,1,0,1,0,1
5538,1,81.1,81.1,1,0,1,0,1
272,1,24.8,24.8,0,0,1,0,0
4377,22,80.0,1706.45,1,0,1,0,0
5410,64,99.0,6375.8,1,0,0,1,0
6675,36,70.7,2511.95,0,0,0,0,0
2361,1,45.95,45.95,0,0,1,0,0
1096,7,81.25,580.1,0,0,1,0,0
6639,50,103.4,5236.4,1,0,0,0,0
797,20,25.55,507.4,0,1,1,0,0
3988,51,81.15,4126.2,0,0,0,0,0
5240,65,105.85,6725.5,1,0,0,1,0
5887,17,50.3,846.8,0,0,1,0,0
4786,72,103.65,7634.8,1,0,0,1,1
3278,65,79.4,5071.9,0,0,0,1,0
2663,59,109.15,6557.75,1,0,0,0,0
3700,20,19.4,374.5,0,1,1,0,1
6607,1,25.3,25.3,0,0,1,0,1
6042,37,19.6,727.8,0,1,0,0,0
1476,2,20.25,36.8,0,1,1,0,0
1056,5,80.0,412.5,1,0,1,0,1
6118,72,118.2,8547.15,1,0,0,1,1
876,15,105.1,1582.75,1,0,1,0,1
5984,14,85.15,1139.2,1,0,1,0,1
7016,1,49.95,49.95,0,0,1,0,1
2719,56,72.6,4084.35,0,0,0,1,0
1447,4,80.8,332.45,1,0,1,0,0
21,12,19.8,202.25,0,1,0,0,0
2947,49,90.4,4494.65,1,0,1,0,0
65,3,75.3,244.1,0,0,1,0,1
6051,16,20.0,275.7,0,1,1,0,0
15,69,113.25,7895.15,1,0,0,1,0
4065,1,19.75,19.75,0,1,1,0,0
2463,8,85.65,659.45,1,0,1,0,0
7042,66,105.65,6844.5,1,0,0,1,0
3093,28,54.4,1516.6,0,0,0,0,0
4353,1,74.9,74.9,1,0,1,0,1
913,12,20.05,267.0,0,1,0,0,0
5061,55,76.25,4154.55,0,0,0,0,1
1136,63,20.0,1209.25,0,1,0,1,0
5395,5,81.0,389.6,1,0,1,0,0
5391,6,49.25,255.6,0,0,0,0,0
4093,29,76.0,2215.25,1,0,1,0,0
6222,66,89.4,5976.9,1,0,1,0,0
1525,7,20.65,158.95,0,1,1,0,0
4277,6,20.95,109.5,0,1,1,0,0
5510,18,101.3,1794.65,1,0,1,0,0
3194,43,55.55,2342.2,0,0,1,0,0
2484,12,20.5,255.5,0,1,1,0,0
1753,72,96.6,6827.5,1,0,0,1,0
5028,72,109.9,7624.2,1,0,0,1,1
3153,23,54.4,1249.25,0,0,1,0,1
6316,63,25.25,1573.05,0,1,0,1,0
5827,34,90.05,3097.0,1,0,1,0,0
4709,56,96.85,5219.65,1,0,1,0,1
3741,72,104.9,7732.65,1,0,0,1,0
5081,53,69.7,3729.6,0,0,0,1,0
2294,12,106.7,1253.9,1,0,1,0,1
1360,13,95.05,1290.0,1,0,1,0,1
2764,30,67.6,2000.2,0,0,1,0,1
6642,25,79.0,1902.0,0,0,1,0,0
4210,61,65.2,3965.05,0,0,0,0,1
5351,12,95.5,1115.15,1,0,0,0,0
2461,70,19.7,1341.5,0,1,0,0,0
6221,26,19.6,471.85,0,1,0,0,0
6765,69,25.6,1673.4,0,1,0,1,0
1958,24,84.85,2048.8,1,0,1,0,0
2997,69,89.95,6143.15,1,0,1,0,1
1326,43,51.25,2151.6,0,0,0,0,0
3139,2,29.85,75.6,0,0,1,0,0
3423,1,50.6,50.6,0,0,1,0,0
4902,24,56.35,1381.2,0,0,1,0,0
3478,23,78.55,1843.05,0,0,0,0,1
2005,49,100.45,4941.8,1,0,0,0,0
3308,15,25.2,387.9,0,1,0,1,0
2531,71,24.45,1681.6,0,1,0,1,0
1508,23,88.45,2130.55,1,0,1,0,0
6910,70,114.6,7882.5,1,0,0,1,1
4729,69,54.95,3772.5,0,0,0,1,0
3173,17,19.35,307.0,0,1,0,0,0
6205,42,95.25,3959.35,1,0,1,0,0
4679,72,86.4,6058.95,0,0,0,1,0
2063,51,76.4,3966.3,0,0,0,0,0
2219,20,89.95,1648.45,1,0,1,0,1
2544,12,78.85,876.75,0,0,0,0,1
6553,61,61.45,3751.15,0,0,0,1,0
2223,28,89.95,2625.55,1,0,1,0,1
2369,64,99.25,6549.45,1,0,0,1,0
4625,8,74.05,600.15,1,0,1,0,0
822,47,103.1,4889.3,1,0,0,0,1
4578,10,60.95,629.55,0,0,1,0,0
2971,59,90.3,5194.05,0,0,0,1,0
5222,8,65.5,573.15,0,0,1,0,0
6957,9,86.25,770.5,1,0,1,0,1
64,9,94.4,857.25,1,0,1,0,1
6918,33,103.75,3361.05,1,0,0,0,1
1345,57,100.75,5985.0,1,0,0,0,0
3815,3,74.25,210.3,1,0,1,0,1
1983,27,80.85,2204.35,0,0,0,0,0
860,26,19.8,457.3,0,1,0,0,0
5543,14,78.85,1043.8,1,0,1,0,1
5587,46,91.3,4126.35,1,0,0,0,0
1036,68,114.7,7849.85,1,0,0,1,0
5309,61,20.25,1278.8,0,1,0,1,0
371,2,85.65,181.5,1,0,1,0,1
5947,33,24.5,740.3,0,1,0,1,0
1437,27,49.0,1291.35,0,0,1,0,0
1737,7,44.25,313.45,0,0,1,0,0
296,71,76.05,5436.45,1,0,0,1,1
4454,4,19.4,93.4,0,1,1,0,0
3248,10,86.65,856.65,1,0,1,0,1
1636,48,24.35,1133.7,0,1,0,0,0
904,67,81.35,5398.6,0,0,0,1,0
4572,60,106.15,6411.25,1,0,1,0,1
4071,16,38.9,664.4,0,0,1,0,1
3487,52,20.1,1078.75,0,1,0,1,0
2842,4,48.25,202.25,0,0,1,0,0
6324,9,75.85,647.5,1,0,1,0,1
6058,11,45.9,521.9,0,0,1,0,0
2755,46,19.6,851.2,0,1,1,0,1
464,72,116.05,8404.9,1,0,0,1,0
6053,43,25.1,1070.15,0,1,0,1,1
5101,17,106.65,1672.1,1,0,1,0,0
14,25,105.5,2686.05,1,0,1,0,1
2061,7,48.7,340.25,0,0,1,0,1
1862,52,50.5,2566.3,0,0,1,0,1
1395,41,73.0,3001.2,0,0,0,0,1
1875,72,114.1,8086.4,1,0,0,1,0
3600,51,84.2,4146.05,1,0,1,0,1
6787,35,109.95,3782.4,1,0,1,0,1
4833,41,19.75,806.95,0,1,0,0,0
232,1,84.6,84.6,1,0,1,0,0
4273,31,79.85,2404.15,1,0,1,0,0
3670,33,24.25,838.5,0,1,1,0,0
1564,10,95.35,898.35,1,0,1,0,1
1989,35,46.35,1662.05,0,0,0,1,0
6293,21,19.6,397.0,0,1,0,1,0
1416,58,55.5,3166.9,0,0,0,1,0
6870,49,74.6,3720.35,1,0,1,0,0
1683,23,19.6,426.65,0,1,0,1,0
1966,24,54.8,1291.3,0,0,1,0,0
1610,51,60.5,3121.45,0,0,0,1,0
6367,70,48.4,3442.8,0,0,0,1,0
6967,25,89.5,2196.15,1,0,1,0,1
6080,1,29.7,29.7,0,0,1,0,0
4428,19,103.3,2012.7,1,0,1,0,1
4325,1,20.75,20.75,0,1,1,0,0
6517,6,54.85,355.1,0,0,1,0,1
2096,1,19.3,19.3,0,1,1,0,1
1256,72,85.9,6110.75,0,0,0,1,0
2046,1,24.7,24.7,0,0,1,0,0
4091,20,68.9,1370.35,0,0,1,0,0
6777,3,29.9,92.25,0,0,1,0,1
674,52,49.15,2550.9,0,0,1,0,1
2954,7,75.45,480.75,1,0,1,0,0
4439,28,20.3,487.95,0,1,0,1,0
1405,1,76.0,76.0,1,0,1,0,1
1014,18,57.45,990.85,0,0,1,0,1
6968,22,74.4,1692.6,1,0,1,0,0
6441,17,55.35,920.5,0,0,1,0,0
3343,16,20.1,318.6,0,1,0,0,0
649,24,70.0,1732.6,1,0,1,0,0
6214,44,20.05,845.25,0,1,0,1,0
435,26,44.45,1183.8,0,0,1,0,0
1214,19,86.0,1532.45,1,0,1,0,0
2941,72,97.95,7114.25,1,0,0,1,0
4308,25,69.75,1729.35,1,0,1,0,1
5239,68,105.75,7322.5,1,0,0,0,0
6028,12,80.85,866.45,1,0,1,0,0
1022,5,84.7,392.5,1,0,1,0,1
752,7,71.35,515.75,0,0,1,0,0
1457,42,108.3,4586.15,1,0,0,0,1
617,66,102.85,6976.75,1,0,0,0,0
4627,60,116.6,7049.5,1,0,0,0,0
5418,18,80.55,1411.65,1,0,1,0,0
6484,37,90.6,3358.65,0,0,0,0,0
1235,61,98.3,6066.55,1,0,0,0,0
3866,19,25.6,485.9,0,1,0,1,0
6081,1,49.8,49.8,0,0,1,0,0
1794,71,91.05,6293.75,0,0,0,1,0
3788,54,109.75,6110.2,1,0,0,1,0
6045,38,19.6,763.1,0,1,0,0,0
4595,68,85.3,5560.0,0,0,0,1,0
687,2,49.25,91.1,0,0,1,0,1
6676,41,94.3,3893.6,1,0,1,0,0
5526,51,23.95,1216.35,0,1,0,0,0
741,2,80.45,137.1,1,0,1,0,1
840,55,100.0,5509.3,1,0,0,0,1
4819,53,19.75,1052.35,0,1,0,1,0
637,68,70.9,4911.35,0,0,0,1,0
6318,12,21.05,235.8,0,1,1,0,0
6418,31,79.3,2484.0,0,0,0,0,0
4236,1,19.95,19.95,0,1,1,0,0
5377,4,61.3,249.4,0,0,1,0,1
3282,60,102.5,6157.6,1,0,0,0,0
6659,72,92.3,6719.9,0,0,0,1,0
599,65,20.4,1414.45,0,1,0,1,0
1158,60,94.1,5475.9,1,0,1,0,0
4859,63,108.5,6991.9,1,0,0,1,0
255,67,59.55,4103.9,0,0,0,1,1
1725,17,94.2,1608.15,1,0,1,0,1
2498,27,53.8,1389.85,0,0,1,0,1
6229,72,85.45,6227.5,0,0,0,1,0
5192,60,19.95,1189.9,0,1,0,1,0
2877,61,99.15,6010.05,1,0,1,0,1
3708,11,20.4,231.45,0,1,0,1,0
1338,1,20.15,20.15,0,1,1,0,0
3156,25,19.05,461.3,0,1,1,0,0
474,1,74.7,74.7,1,0,1,0,1
2844,4,99.6,347.65,1,0,1,0,1
1484,71,99.2,7213.75,1,0,0,1,1
6971,18,99.75,1836.25,1,0,1,0,0
3952,72,108.05,7806.6,1,0,0,1,0
4750,9,39.55,373.0,0,0,0,0,0
5349,69,114.35,7665.8,1,0,0,1,0
3232,36,53.65,1939.35,0,0,0,0,0
3660,7,35.5,249.55,0,0,0,0,0
518,27,75.2,1929.35,1,0,1,0,0
6015,3,74.55,233.65,1,0,1,0,1
1152,7,54.85,370.4,0,0,1,0,0
5718,6,80.5,463.05,1,0,1,0,0
2533,67,50.9,3281.65,0,0,0,1,0
1999,23,74.95,1710.45,1,0,1,0,1
1336,15,75.35,1114.55,1,0,1,0,0
1411,29,101.45,2948.6,1,0,1,0,0
1373,1,19.85,19.85,0,1,1,0,0
2207,7,86.25,587.1,1,0,1,0,1
5946,42,73.9,3160.55,0,0,0,0,0
3846,8,45.45,411.75,0,0,1,0,1
3171,21,20.85,435.25,0,1,0,1,0
5566,72,82.15,5784.3,0,0,0,1,0
3225,13,71.95,923.85,0,0,1,0,1
4348,1,19.1,19.1,0,1,1,0,0
3464,31,83.85,2674.15,1,0,1,0,0
3995,28,74.9,2068.55,1,0,1,0,0
4697,72,94.65,6747.35,1,0,1,0,1
3526,5,50.35,237.25,0,0,1,0,1
6422,52,53.75,2790.65,0,0,0,0,1
7010,1,74.45,74.45,1,0,1,0,1
5065,33,24.9,847.8,0,1,0,0,0
6503,70,60.35,4138.7,0,0,0,0,1
173,53,94.85,5000.2,1,0,0,0,0
6047,13,65.85,902.25,0,0,1,0,1
5679,8,86.55,649.65,1,0,1,0,1
2594,65,107.65,7082.85,1,0,0,1,0
690,1,20.45,20.45,0,1,1,0,0
774,33,95.8,3036.75,1,0,0,0,1
5342,37,64.75,2345.2,0,0,1,0,1
2634,1,84.8,84.8,1,0,1,0,1
5145,66,25.7,1714.55,0,1,0,0,0
4305,29,19.55,521.8,0,1,0,1,0
4189,69,73.7,4885.85,0,0,0,0,0
4216,72,92.0,6632.75,0,0,0,1,0
443,18,64.8,1166.7,0,0,1,0,1
4323,32,84.05,2781.85,1,0,0,0,1
2851,64,90.6,5817.45,0,0,0,1,0
27,1,30.2,30.2,0,0,1,0,1
3435,2,71.3,157.75,1,0,1,0,0
7018,1,70.65,70.65,1,0,1,0,0
6742,52,79.2,4016.3,0,0,0,1,1
2213,12,25.25,274.7,0,1,0,1,0
2462,1,70.45,70.45,0,0,1,0,0
2008,4,87.1,341.45,1,0,1,0,0
524,34,100.05,3480.0,1,0,1,0,1
6309,71,25.6,1888.25,0,1,0,1,0
2547,52,39.1,1982.1,0,0,0,1,0
1038,56,80.9,4557.5,1,0,0,0,1
3448,4,61.45,229.55,0,0,1,0,0
4717,38,110.7,4428.6,1,0,0,0,1
1595,2,74.7,165.4,1,0,1,0,1
348,23,44.95,996.85,0,0,1,0,1
2220,72,79.35,5753.25,0,0,0,1,0
1330,22,56.25,1292.2,0,0,0,0,0
5652,1,48.6,48.6,0,0,1,0,1
5746,10,81.0,818.05,1,0,1,0,0
5891,11,41.6,470.6,0,0,0,0,1
4997,2,44.7,93.7,0,0,1,0,1
2748,4,44.55,174.3,0,0,1,0,1
596,16,54.85,916.15,0,0,0,1,0
951,8,75.6,535.55,1,0,1,0,1
7007,72,63.1,4685.55,0,0,0,1,0
4492,54,24.05,1230.9,0,1,0,1,0
227,1,55.2,55.2,0,0,1,0,0
3011,9,19.75,210.65,0,1,0,1,0
4565,71,66.8,4689.15,0,0,0,0,0
2713,1,20.45,20.45,0,1,1,0,0
3098,30,79.65,2365.15,1,0,1,0,0
1454,29,20.65,654.85,0,1,1,0,0
6137,5,53.85,259.8,0,0,1,0,0
5461,62,65.1,3846.75,0,0,0,1,0
2303,2,47.8,92.45,0,0,1,0,1
4378,67,20.85,1327.4,0,1,0,0,0
6101,69,110.25,7467.55,1,0,0,1,0
6925,15,18.8,294.95,0,1,0,0,0
1316,7,19.95,147.5,0,1,1,0,0
7023,63,103.5,6479.4,1,0,1,0,1
4398,70,68.95,4858.7,0,0,0,1,0
4011,23,19.65,451.55,0,1,0,1,0
5685,45,19.2,903.7,0,1,0,1,1
5362,65,24.75,1715.1,0,1,0,1,0
6454,41,81.3,3190.65,1,0,1,0,0
5918,59,19.5,1147.85,0,1,0,1,0
4989,7,29.8,201.95,0,0,1,0,0
2421,68,39.9,2796.35,0,0,1,0,0
2198,17,61.95,1070.7,0,0,0,0,0
1112,71,89.85,6293.45,0,0,0,1,0
5665,34,25.05,852.7,0,0,1,0,0
1990,16,84.75,1350.15,1,0,1,0,1
3691,40,63.9,2635.0,0,0,0,0,0
4176,18,19.8,342.3,0,1,0,0,0
2808,2,97.1,184.15,1,0,1,0,1
3206,6,20.0,109.2,0,1,1,0,0
5785,46,20.2,917.45,0,1,0,1,0
4984,42,59.65,2536.55,0,0,1,0,0
5893,12,24.0,269.65,0,1,0,1,0
4186,62,104.05,6590.5,1,0,0,1,1
2287,69,108.4,7318.2,1,0,0,1,0
6355,68,110.25,7279.35,1,0,0,1,0
3227,12,56.3,628.65,0,0,1,0,0
473,24,53.6,1315.35,0,0,1,0,0
2025,72,116.85,8477.7,1,0,0,1,0
6842,13,19.95,257.0,0,1,0,0,0
13,49,103.7,5036.3,1,0,1,0,0
5965,36,63.7,2188.5,0,0,0,0,0
1917,72,89.1,6352.4,0,0,0,1,0
3859,54,94.75,5121.75,1,0,0,0,0
3091,4,20.5,79.05,0,1,0,0,0
6534,53,96.75,5206.55,1,0,0,0,0
1632,48,106.1,5082.8,1,0,0,0,0
